Date,Open
1584662400000,6162.05000000
1584748800000,6204.57000000
1584835200000,6187.04000000
1584921600000,5816.05000000
1585008000000,6465.25000000
1585094400000,6744.69000000
1585180800000,6677.42000000
1585267200000,6737.27000000
1585353600000,6359.11000000
1585440000000,6236.65000000
1585526400000,5880.50000000
1585612800000,6394.45000000
1585699200000,6412.14000000
1585785600000,6643.36000000
1585872000000,6793.86000000
1585958400000,6732.97000000
1586044800000,6857.41000000
1586131200000,6772.78000000
1586217600000,7329.90000000
1586304000000,7197.32000000
1586390400000,7360.26000000
1586476800000,7283.54000000
1586563200000,6858.92000000
1586649600000,6876.84000000
1586736000000,6903.79000000
1586822400000,6838.04000000
1586908800000,6868.57000000
1586995200000,6621.25000000
1587081600000,7101.99000000
1587168000000,7026.78000000
1587254400000,7248.60000000
1587340800000,7121.40000000
1587427200000,6828.98000000
1587513600000,6841.36000000
1587600000000,7125.12000000
1587686400000,7483.96000000
1587772800000,7505.00000000
1587859200000,7539.03000000
1587945600000,7693.10000000
1588032000000,7773.51000000
1588118400000,7738.58000000
1588204800000,8778.58000000
1588291200000,8620.00000000
1588377600000,8825.67000000
1588464000000,8972.58000000
1588550400000,8894.15000000
1588636800000,8871.92000000
1588723200000,9021.36000000
1588809600000,9143.40000000
1588896000000,9986.30000000
1588982400000,9800.02000000
1589068800000,9539.10000000
1589155200000,8722.77000000
1589241600000,8562.04000000
1589328000000,8810.99000000
1589414400000,9309.35000000
1589500800000,9791.97000000
1589587200000,9315.96000000
1589673600000,9380.81000000
1589760000000,9681.11000000
1589846400000,9733.93000000
1589932800000,9775.13000000
1590019200000,9511.43000000
1590105600000,9067.51000000
1590192000000,9170.00000000
1590278400000,9179.01000000
1590364800000,8718.14000000
1590451200000,8900.35000000
1590537600000,8841.00000000
1590624000000,9204.07000000
1590710400000,9575.87000000
1590796800000,9426.60000000
1590883200000,9697.72000000
1590969600000,9448.27000000
1591056000000,10202.71000000
1591142400000,9518.02000000
1591228800000,9666.32000000
1591315200000,9788.14000000
1591401600000,9621.17000000
1591488000000,9666.85000000
1591574400000,9746.99000000
1591660800000,9782.00000000
1591747200000,9772.44000000
1591833600000,9885.22000000
1591920000000,9278.88000000
1592006400000,9464.96000000
1592092800000,9473.34000000
1592179200000,9342.10000000
1592265600000,9426.05000000
1592352000000,9526.97000000
1592438400000,9465.13000000
1592524800000,9386.32000000
1592611200000,9310.23000000
1592697600000,9358.95000000
1592784000000,9294.69000000
1592870400000,9685.69000000
1592956800000,9624.33000000
1593043200000,9298.33000000
1593129600000,9249.49000000
1593216000000,9162.21000000
1593302400000,9012.00000000
1593388800000,9116.16000000
1593475200000,9192.93000000
1593561600000,9138.08000000
1593648000000,9231.99000000
1593734400000,9086.54000000
1593820800000,9057.79000000
1593907200000,9135.00000000
1593993600000,9069.41000000
1594080000000,9342.47000000
1594166400000,9257.40000000
1594252800000,9436.06000000
1594339200000,9232.42000000
1594425600000,9288.34000000
1594512000000,9234.02000000
1594598400000,9303.31000000
1594684800000,9242.61000000
1594771200000,9255.85000000
1594857600000,9197.60000000
1594944000000,9133.72000000
1595030400000,9154.31000000
1595116800000,9170.30000000
1595203200000,9208.99000000
1595289600000,9160.78000000
1595376000000,9390.00000000
1595462400000,9518.16000000
1595548800000,9603.27000000
1595635200000,9538.10000000
1595721600000,9700.42000000
1595808000000,9931.54000000
1595894400000,11029.96000000
1595980800000,10906.27000000
1596067200000,11100.52000000
1596153600000,11099.79000000
1596240000000,11335.46000000
1596326400000,11801.17000000
1596412800000,11071.36000000
1596499200000,11219.68000000
1596585600000,11191.99000000
1596672000000,11744.91000000
1596758400000,11762.47000000
1596844800000,11594.36000000
1596931200000,11761.02000000
1597017600000,11681.69000000
1597104000000,11892.90000000
1597190400000,11392.09000000
1597276800000,11564.34000000
1597363200000,11779.77000000
1597449600000,11760.55000000
1597536000000,11852.40000000
1597622400000,11910.99000000
1597708800000,12281.15000000
1597795200000,11945.10000000
1597881600000,11754.38000000
1597968000000,11853.54000000
1598054400000,11531.23000000
1598140800000,11663.51000000
1598227200000,11648.12000000
1598313600000,11748.19000000
1598400000000,11318.42000000
1598486400000,11461.42000000
1598572800000,11330.38000000
1598659200000,11526.90000000
1598745600000,11465.84000000
1598832000000,11711.17000000
1598918400000,11649.51000000
1599004800000,11921.97000000
1599091200000,11388.54000000
1599177600000,10138.29000000
1599264000000,10446.25000000
1599350400000,10166.69000000
1599436800000,10255.89000000
1599523200000,10373.45000000
1599609600000,10126.66000000
1599696000000,10219.29000000
1599782400000,10336.86000000
1599868800000,10387.89000000
1599955200000,10440.67000000
1600041600000,10332.84000000
1600128000000,10671.77000000
1600214400000,10785.23000000
1600300800000,10954.01000000
1600387200000,10940.00000000
1600473600000,10933.40000000
1600560000000,11080.64000000
1600646400000,10920.28000000
1600732800000,10417.22000000
1600819200000,10529.61000000
1600905600000,10241.46000000
1600992000000,10736.33000000
1601078400000,10686.57000000
1601164800000,10728.59000000
1601251200000,10774.26000000
1601337600000,10696.11000000
1601424000000,10840.58000000
1601510400000,10776.59000000
1601596800000,10619.13000000
1601683200000,10570.40000000
1601769600000,10542.07000000
1601856000000,10666.62000000
1601942400000,10792.20000000
1602028800000,10599.65000000
1602115200000,10666.40000000
1602201600000,10925.44000000
1602288000000,11050.64000000
1602374400000,11293.22000000
1602460800000,11369.02000000
1602547200000,11528.24000000
1602633600000,11420.57000000
1602720000000,11417.89000000
1602806400000,11505.13000000
1602892800000,11319.24000000
1602979200000,11360.31000000
1603065600000,11503.14000000
1603152000000,11751.46000000
1603238400000,11910.00000000
1603324800000,12780.75000000
1603411200000,12968.84000000
1603497600000,12923.06000000
1603584000000,13111.73000000
1603670400000,13029.64000000
1603756800000,13052.15000000
1603843200000,13636.16000000
1603929600000,13266.40000000
1604016000000,13455.69000000
1604102400000,13560.10000000
1604188800000,13791.00000000
1604275200000,13761.49000000
1604361600000,13549.63000000
1604448000000,14023.53000000
1604534400000,14144.01000000
1604620800000,15590.02000000
1604707200000,15579.93000000
1604793600000,14818.30000000
1604880000000,15475.10000000
1604966400000,15328.41000000
1605052800000,15297.21000000
1605139200000,15684.25000000
1605225600000,16291.85000000
1605312000000,16320.04000000
1605398400000,16069.56000000
1605484800000,15957.00000000
1605571200000,16713.08000000
1605657600000,17659.38000000
1605744000000,17777.75000000
1605830400000,17802.81000000
1605916800000,18655.66000000
1606003200000,18703.80000000
1606089600000,18413.88000000
1606176000000,18368.01000000
1606262400000,19160.00000000
1606348800000,18718.83000000
1606435200000,17149.47000000
1606521600000,17139.53000000
1606608000000,17719.84000000
1606694400000,18185.00000000
1606780800000,19695.87000000
1606867200000,18764.96000000
1606953600000,19204.08000000
1607040000000,19422.34000000
1607126400000,18650.51000000
1607212800000,19147.66000000
1607299200000,19358.67000000
1607385600000,19166.90000000
1607472000000,18324.11000000
1607558400000,18541.29000000
1607644800000,18254.81000000
1607731200000,18036.53000000
1607817600000,18808.69000000
1607904000000,19174.99000000
1607990400000,19273.69000000
1608076800000,19426.43000000
1608163200000,21335.52000000
1608249600000,22797.15000000
1608336000000,23107.39000000
1608422400000,23821.60000000
1608508800000,23455.54000000
1608595200000,22719.88000000
1608681600000,23810.79000000
1608768000000,23232.39000000
1608854400000,23728.99000000
1608940800000,24712.47000000
1609027200000,26493.40000000
1609113600000,26281.54000000
1609200000000,27079.42000000
1609286400000,27385.00000000
1609372800000,28875.55000000
1609459200000,28923.63000000
1609545600000,29331.70000000
1609632000000,32176.45000000
1609718400000,33000.05000000
1609804800000,31989.75000000
1609891200000,33949.53000000
1609977600000,36769.36000000
1610064000000,39432.48000000
1610150400000,40586.96000000
1610236800000,40088.22000000
1610323200000,38150.02000000
1610409600000,35410.37000000
1610496000000,34049.15000000
1610582400000,37371.38000000
1610668800000,39145.21000000
1610755200000,36737.43000000
1610841600000,35994.98000000
1610928000000,35824.99000000
1611014400000,36622.46000000
1611100800000,35901.94000000
1611187200000,35468.23000000
1611273600000,30851.99000000
1611360000000,32950.00000000
1611446400000,32078.00000000
1611532800000,32259.45000000
1611619200000,32254.19000000
1611705600000,32464.01000000
1611792000000,30362.19000000
1611878400000,33368.18000000
1611964800000,34246.28000000
1612051200000,34262.89000000
1612137600000,33092.97000000
1612224000000,33517.09000000
1612310400000,35472.71000000
1612396800000,37620.26000000
1612483200000,36936.65000000
1612569600000,38289.32000000
1612656000000,39181.01000000
1612742400000,38795.69000000
1612828800000,46374.86000000
1612915200000,46420.42000000
1613001600000,44807.58000000
1613088000000,47968.66000000
1613174400000,47298.15000000
1613260800000,47156.78000000
1613347200000,48580.47000000
1613433600000,47911.10000000
1613520000000,49133.45000000
1613606400000,52117.67000000
1613692800000,51552.61000000
1613779200000,55906.00000000
1613865600000,55841.19000000
1613952000000,57412.35000000
1614038400000,54087.67000000
1614124800000,48891.00000000
1614211200000,49676.21000000
1614297600000,47073.73000000
1614384000000,46276.88000000
1614470400000,46103.67000000
1614556800000,45134.11000000
1614643200000,49595.76000000
1614729600000,48436.61000000
1614816000000,50349.37000000
1614902400000,48374.09000000
1614988800000,48746.81000000
1615075200000,48882.20000000
1615161600000,50959.11000000
1615248000000,52375.18000000
1615334400000,54874.67000000
1615420800000,55851.59000000
1615507200000,57773.15000000
1615593600000,57221.72000000
1615680000000,61188.38000000
1615766400000,58976.08000000
1615852800000,55605.20000000
1615939200000,56900.74000000
1616025600000,58912.97000000
1616112000000,57641.00000000
1616198400000,58030.01000000
1616284800000,58100.02000000
1616371200000,57351.56000000
1616457600000,54083.25000000
1616544000000,54342.80000000
1616630400000,52303.66000000
1616716800000,51293.78000000
1616803200000,55025.59000000
1616889600000,55817.14000000
1616976000000,55777.65000000
1617062400000,57635.46000000
1617148800000,58746.57000000
1617235200000,58739.46000000
1617321600000,58720.45000000
1617408000000,58950.01000000
1617494400000,57051.95000000
1617580800000,58202.01000000
1617667200000,59129.99000000
1617753600000,57990.03000000
1617840000000,55953.44000000
1617926400000,58077.52000000
1618012800000,58142.55000000
1618099200000,59769.13000000
1618185600000,59998.80000000
1618272000000,59860.01000000
1618358400000,63575.01000000
1618444800000,62959.53000000
1618531200000,63158.74000000
1618617600000,61334.81000000
1618704000000,60006.67000000
1618790400000,56150.01000000
1618876800000,55633.14000000
1618963200000,56425.00000000
1619049600000,53787.62000000
1619136000000,51690.95000000
1619222400000,51110.56000000
1619308800000,50047.84000000
1619395200000,49066.76000000
1619481600000,54001.38000000
1619568000000,55011.97000000
1619654400000,54846.23000000
1619740800000,53555.00000000
1619827200000,57697.25000000
1619913600000,57797.35000000
1620000000000,56578.21000000
1620086400000,57169.39000000
1620172800000,53205.05000000
1620259200000,57436.11000000
1620345600000,56393.68000000
1620432000000,57315.49000000
1620518400000,58866.53000000
1620604800000,58240.83000000
1620691200000,55816.14000000
1620777600000,56670.02000000
1620864000000,49537.15000000
1620950400000,49671.92000000
1621036800000,49844.16000000
1621123200000,46762.99000000
1621209600000,46426.83000000
1621296000000,43538.02000000
1621382400000,42849.78000000
1621468800000,36671.23000000
1621555200000,40525.39000000
1621641600000,37263.35000000
1621728000000,37458.51000000
1621814400000,34681.44000000
1621900800000,38810.99000000
1621987200000,38324.72000000
1622073600000,39241.92000000
1622160000000,38529.99000000
1622246400000,35661.79000000
1622332800000,34605.15000000
1622419200000,35641.26000000
1622505600000,37253.82000000
1622592000000,36694.85000000
1622678400000,37568.68000000
1622764800000,39246.78000000
1622851200000,36829.15000000
1622937600000,35516.07000000
1623024000000,35796.31000000
1623110400000,33556.96000000
1623196800000,33380.80000000
1623283200000,37388.05000000
1623369600000,36677.83000000
1623456000000,37331.98000000
1623542400000,35546.12000000
1623628800000,39020.56000000
1623715200000,40516.28000000
1623801600000,40143.80000000
1623888000000,38349.00000000
1623974400000,38092.97000000
1624060800000,35820.48000000
1624147200000,35483.72000000
1624233600000,35600.17000000
1624320000000,31614.12000000
1624406400000,32509.56000000
1624492800000,33675.07000000
1624579200000,34663.08000000
1624665600000,31576.09000000
1624752000000,32283.65000000
1624838400000,34702.49000000
1624924800000,34494.89000000
1625011200000,35911.72000000
1625097600000,35045.00000000
1625184000000,33502.33000000
1625270400000,33786.54000000
1625356800000,34669.12000000
1625443200000,35288.13000000
1625529600000,33690.15000000
1625616000000,34220.02000000
1625702400000,33862.11000000
1625788800000,32875.71000000
1625875200000,33815.81000000
1625961600000,33502.87000000
1626048000000,34259.00000000
1626134400000,33086.94000000
1626220800000,32729.12000000
1626307200000,32820.03000000
1626393600000,31874.49000000
1626480000000,31383.86000000
1626566400000,31520.07000000
1626652800000,31778.57000000
1626739200000,30839.65000000
1626825600000,29790.34000000
1626912000000,32144.51000000
1626998400000,32287.58000000
1627084800000,33634.10000000
1627171200000,34261.51000000
1627257600000,35381.02000000
1627344000000,37241.33000000
1627430400000,39456.61000000
1627516800000,40019.57000000
1627603200000,40018.49000000
1627689600000,42206.36000000
1627776000000,41461.84000000
1627862400000,39850.27000000
1627948800000,39146.86000000
1628035200000,38207.04000000
1628121600000,39723.17000000
1628208000000,40862.46000000
1628294400000,42836.87000000
1628380800000,44572.54000000
1628467200000,43794.36000000
1628553600000,46248.87000000
1628640000000,45585.00000000
1628726400000,45510.67000000
1628812800000,44400.06000000
1628899200000,47799.99000000
1628985600000,47068.50000000
1629072000000,46973.82000000
1629158400000,45901.30000000
1629244800000,44695.95000000
1629331200000,44699.37000000
1629417600000,46760.62000000
1629504000000,49322.47000000
1629590400000,48821.88000000
1629676800000,49239.22000000
1629763200000,49488.85000000
1629849600000,47674.01000000
1629936000000,48973.32000000
1630022400000,46843.86000000
1630108800000,49069.90000000
1630195200000,48895.35000000
1630281600000,48767.84000000
1630368000000,46982.91000000
1630454400000,47100.89000000
1630540800000,48810.51000000
1630627200000,49246.63000000
1630713600000,49998.00000000
1630800000000,49917.54000000
1630886400000,51756.88000000
1630972800000,52666.20000000
1631059200000,46868.57000000
1631145600000,46048.31000000
1631232000000,46395.14000000
1631318400000,44842.20000000
1631404800000,45173.68000000
1631491200000,46025.23000000
1631577600000,44940.72000000
1631664000000,47103.28000000
1631750400000,48121.40000000
1631836800000,47737.81000000
1631923200000,47299.98000000
1632009600000,48292.75000000
1632096000000,47241.75000000
1632182400000,43016.64000000
1632268800000,40734.09000000
1632355200000,43546.37000000
1632441600000,44865.26000000
1632528000000,42810.58000000
1632614400000,42670.63000000
1632700800000,43160.90000000
1632787200000,42147.35000000
1632873600000,41025.01000000
1632960000000,41524.29000000
1633046400000,43820.01000000
1633132800000,48141.60000000
1633219200000,47634.89000000
1633305600000,48200.01000000
1633392000000,49224.93000000
1633478400000,51471.99000000
1633564800000,55315.00000000
1633651200000,53785.22000000
1633737600000,53955.67000000
1633824000000,54949.72000000
1633910400000,54659.01000000
1633996800000,57471.35000000
1634083200000,55996.91000000
1634169600000,57370.83000000
1634256000000,57347.94000000
1634342400000,61672.42000000
1634428800000,60875.57000000
1634515200000,61528.32000000
1634601600000,62005.60000000
1634688000000,64280.59000000
1634774400000,66001.40000000
1634860800000,62193.15000000
1634947200000,60688.23000000
1635033600000,61286.75000000
1635120000000,60852.22000000
1635206400000,63078.78000000
1635292800000,60328.81000000
1635379200000,58413.44000000
1635465600000,60575.90000000
1635552000000,62253.70000000
1635638400000,61859.19000000
1635724800000,61299.81000000
1635811200000,60911.12000000
1635897600000,63220.57000000
1635984000000,62896.49000000
1636070400000,61395.01000000
1636156800000,60940.18000000
1636243200000,61470.62000000
1636329600000,63273.58000000
1636416000000,67525.82000000
1636502400000,66947.67000000
1636588800000,64882.42000000
1636675200000,64774.25000000
1636761600000,64122.22000000
1636848000000,64380.01000000
1636934400000,65519.11000000
1637020800000,63606.73000000
1637107200000,60058.87000000
1637193600000,60344.86000000
1637280000000,56891.62000000
1637366400000,58057.10000000
1637452800000,59707.52000000
1637539200000,58617.70000000
1637625600000,56243.83000000
1637712000000,57541.26000000
1637798400000,57138.29000000
1637884800000,58960.37000000
1637971200000,53723.72000000
1638057600000,54716.47000000
1638144000000,57274.89000000
1638230400000,57776.25000000
1638316800000,56950.56000000
1638403200000,57184.07000000
1638489600000,56484.26000000
1638576000000,53601.05000000
1638662400000,49152.46000000
1638748800000,49396.32000000
1638835200000,50441.91000000
1638921600000,50588.95000000
1639008000000,50471.19000000
1639094400000,47535.90000000
1639180800000,47140.54000000
1639267200000,49389.99000000
1639353600000,50053.90000000
1639440000000,46702.76000000
1639526400000,48336.95000000
1639612800000,48864.98000000
1639699200000,47632.38000000
1639785600000,46133.83000000
1639872000000,46834.47000000
1639958400000,46681.24000000
1640044800000,46914.17000000
1640131200000,48887.59000000
1640217600000,48588.17000000
1640304000000,50838.82000000
1640390400000,50819.99000000
1640476800000,50399.67000000
1640563200000,50775.48000000
1640649600000,50701.44000000
1640736000000,47543.74000000
1640822400000,46464.66000000
1640908800000,47120.88000000
1640995200000,46216.93000000
1641081600000,47722.66000000
1641168000000,47286.18000000
1641254400000,46446.10000000
1641340800000,45832.01000000
1641427200000,43451.14000000
1641513600000,43082.30000000
1641600000000,41566.48000000
1641686400000,41679.74000000
1641772800000,41864.62000000
1641859200000,41822.49000000
1641945600000,42729.29000000
1642032000000,43902.65000000
1642118400000,42558.35000000
1642204800000,43059.96000000
1642291200000,43084.29000000
1642377600000,43071.66000000
1642464000000,42201.63000000
1642550400000,42352.12000000
1642636800000,41660.00000000
1642723200000,40680.92000000
1642809600000,36445.31000000
1642896000000,35071.42000000
1642982400000,36244.55000000
1643068800000,36660.35000000
1643155200000,36958.32000000
1643241600000,36807.24000000
1643328000000,37160.11000000
1643414400000,37716.57000000
1643500800000,38166.83000000
1643587200000,37881.75000000
1643673600000,38466.90000000
1643760000000,38694.59000000
1643846400000,36896.37000000
1643932800000,37311.98000000
1644019200000,41571.70000000
1644105600000,41382.60000000
1644192000000,42380.87000000
1644278400000,43839.99000000
1644364800000,44043.00000000
1644451200000,44372.71000000
1644537600000,43495.44000000
1644624000000,42373.73000000
1644710400000,42217.87000000
1644796800000,42053.65000000
1644883200000,42535.94000000
1644969600000,44544.85000000
1645056000000,43873.56000000
1645142400000,40515.71000000
1645228800000,39974.45000000
1645315200000,40079.17000000
1645401600000,38386.89000000
1645488000000,37008.16000000
1645574400000,38230.33000000
1645660800000,37250.02000000
1645747200000,38328.68000000
1645833600000,39219.16000000
1645920000000,39116.73000000
1646006400000,37699.08000000
1646092800000,43160.00000000
1646179200000,44421.20000000
1646265600000,43892.99000000
1646352000000,42454.00000000
1646438400000,39148.65000000
1646524800000,39397.97000000
1646611200000,38420.80000000
1646697600000,37988.01000000
1646784000000,38730.63000000
1646870400000,41941.70000000
1646956800000,39422.01000000
1647043200000,38729.57000000
1647129600000,38807.35000000
1647216000000,37777.35000000
1647302400000,39671.37000000
1647388800000,39280.33000000
1647475200000,41114.01000000
1647561600000,40917.89000000
1647648000000,41757.51000000
1647734400000,42201.13000000
1647820800000,41262.11000000
1647907200000,41002.26000000
1647993600000,42364.13000000
1648080000000,42882.76000000
1648166400000,43991.46000000
1648252800000,44313.16000000
1648339200000,44511.27000000
1648425600000,46827.76000000
1648512000000,47122.21000000
1648598400000,47434.79000000
1648684800000,47067.99000000
1648771200000,45510.35000000
1648857600000,46283.49000000
1648944000000,45810.99000000
1649030400000,46407.36000000
1649116800000,46580.50000000
1649203200000,45497.54000000
1649289600000,43170.47000000
1649376000000,43444.20000000
1649462400000,42252.02000000
1649548800000,42753.96000000
1649635200000,42158.85000000
1649721600000,39530.45000000
1649808000000,40074.95000000
1649894400000,41147.78000000
1649980800000,39942.37000000
1650067200000,40551.90000000
1650153600000,40378.70000000
1650240000000,39678.11000000
1650326400000,40801.13000000
1650412800000,41493.19000000
1650499200000,41358.19000000
1650585600000,40480.01000000
1650672000000,39709.19000000
1650758400000,39441.61000000
1650844800000,39450.12000000
1650931200000,40426.08000000
1651017600000,38112.64000000
1651104000000,39235.72000000
1651190400000,39742.06000000
1651276800000,38596.11000000
1651363200000,37630.80000000
1651449600000,38468.35000000
1651536000000,38525.16000000
1651622400000,37728.95000000
1651708800000,39690.00000000
1651795200000,36552.97000000
1651881600000,36013.77000000
1651968000000,35472.40000000
1652054400000,34038.39000000
1652140800000,30074.23000000
1652227200000,31017.11000000
1652313600000,29103.94000000
1652400000000,29029.74000000
1652486400000,29287.05000000
1652572800000,30086.74000000
1652659200000,31328.89000000
1652745600000,29874.01000000
1652832000000,30444.93000000
1652918400000,28715.33000000
1653004800000,30319.22000000
1653091200000,29201.01000000
1653177600000,29445.07000000
1653264000000,30293.93000000
1653350400000,29109.14000000
1653436800000,29654.58000000
1653523200000,29542.14000000
1653609600000,29201.35000000
1653696000000,28629.81000000
1653782400000,29031.33000000
1653868800000,29468.10000000
1653955200000,31734.23000000
1654041600000,31801.05000000
1654128000000,29805.84000000
1654214400000,30452.63000000
1654300800000,29700.21000000
1654387200000,29864.03000000
1654473600000,29919.20000000
1654560000000,31373.10000000
1654646400000,31125.32000000
1654732800000,30204.77000000
1654819200000,30109.93000000
1654905600000,29091.87000000
1654992000000,28424.71000000
1655078400000,26574.53000000
1655164800000,22485.27000000
1655251200000,22136.42000000
1655337600000,22583.72000000
1655424000000,20400.60000000
1655510400000,20468.81000000
1655596800000,18970.79000000
1655683200000,20574.00000000
1655769600000,20573.90000000
1655856000000,20723.51000000
1655942400000,19988.00000000
1656028800000,21110.12000000
1656115200000,21237.68000000
1656201600000,21491.18000000
1656288000000,21038.08000000
1656374400000,20742.57000000
1656460800000,20281.28000000
1656547200000,20123.00000000
1656633600000,19942.21000000
1656720000000,19279.80000000
1656806400000,19252.82000000
1656892800000,19315.83000000
1656979200000,20236.71000000
1657065600000,20175.84000000
1657152000000,20564.51000000
1657238400000,21624.99000000
1657324800000,21594.75000000
1657411200000,21592.15000000
1657497600000,20861.11000000
1657584000000,19963.61000000
1657670400000,19331.28000000
1657756800000,20234.87000000
1657843200000,20588.84000000
1657929600000,20830.04000000
1658016000000,21195.60000000
1658102400000,20799.58000000
1658188800000,22432.58000000
1658275200000,23398.48000000
1658361600000,23223.30000000
1658448000000,23152.19000000
1658534400000,22684.83000000
1658620800000,22448.58000000
1658707200000,22577.13000000
1658793600000,21310.90000000
1658880000000,21254.67000000
1658966400000,22954.31000000
1659052800000,23845.25000000
1659139200000,23777.28000000
1659225600000,23644.64000000
1659312000000,23296.36000000
1659398400000,23266.90000000
1659484800000,22985.93000000
1659571200000,22816.91000000
1659657600000,22622.41000000
1659744000000,23313.56000000
1659830400000,22954.21000000
1659916800000,23174.39000000
1660003200000,23810.98000000
1660089600000,23151.32000000
1660176000000,23954.05000000
1660262400000,23933.09000000
1660348800000,24401.70000000
1660435200000,24443.06000000
1660521600000,24305.25000000
1660608000000,24093.04000000
1660694400000,23856.15000000
1660780800000,23342.66000000
1660867200000,23191.45000000
1660953600000,20834.39000000
1661040000000,21140.07000000
1661126400000,21516.70000000
1661212800000,21400.75000000
1661299200000,21529.11000000
1661385600000,21368.05000000
1661472000000,21559.04000000
1661558400000,20239.14000000
1661644800000,20037.60000000
1661731200000,19555.61000000
1661817600000,20287.20000000
1661904000000,19813.03000000
1661990400000,20048.44000000
1662076800000,20132.64000000
1662163200000,19950.98000000
1662249600000,19832.45000000
1662336000000,20000.30000000
1662422400000,19795.34000000
1662508800000,18790.61000000
1662595200000,19292.85000000
1662681600000,19320.54000000
1662768000000,21361.62000000
1662854400000,21647.21000000
1662940800000,21826.87000000
1663027200000,22395.44000000
1663113600000,20173.62000000
1663200000000,20227.17000000
1663286400000,19701.88000000
1663372800000,19803.30000000
1663459200000,20112.61000000
1663545600000,19417.45000000
1663632000000,19537.02000000
1663718400000,18874.31000000
1663804800000,18461.36000000
1663891200000,19401.63000000
1663977600000,19288.57000000
1664064000000,18921.99000000
1664150400000,18809.13000000
1664236800000,19226.68000000
1664323200000,19078.10000000
1664409600000,19412.82000000
1664496000000,19590.54000000
1664582400000,19422.61000000
1664668800000,19312.24000000
1664755200000,19057.74000000
1664841600000,19629.08000000
1664928000000,20337.82000000
1665014400000,20158.26000000
1665100800000,19960.67000000
1665187200000,19530.09000000
1665273600000,19416.52000000
1665360000000,19439.96000000
1665446400000,19131.87000000
1665532800000,19060.00000000
1665619200000,19155.10000000
1665705600000,19375.58000000
1665792000000,19176.93000000
1665878400000,19068.40000000
1665964800000,19262.98000000
1666051200000,19548.48000000
1666137600000,19327.44000000
1666224000000,19123.35000000
1666310400000,19041.92000000
1666396800000,19164.37000000
1666483200000,19204.29000000
1666569600000,19570.40000000
1666656000000,19330.60000000
1666742400000,20079.02000000
1666828800000,20771.61000000
1666915200000,20295.11000000
1667001600000,20591.84000000
1667088000000,20809.68000000
1667174400000,20627.48000000
1667260800000,20490.74000000
1667347200000,20482.81000000
1667433600000,20151.84000000
1667520000000,20207.12000000
1667606400000,21148.52000000
1667692800000,21299.37000000
1667779200000,20905.58000000
1667865600000,20590.67000000
1667952000000,18545.38000000
1668038400000,15922.68000000
1668124800000,17602.45000000
1668211200000,17069.98000000
1668297600000,16813.16000000
1668384000000,16331.78000000
1668470400000,16617.72000000
1668556800000,16900.57000000
1668643200000,16661.61000000
1668729600000,16692.56000000
1668816000000,16699.43000000
1668902400000,16700.68000000
1668988800000,16279.50000000
1669075200000,15781.29000000
1669161600000,16227.96000000
1669248000000,16603.11000000
1669334400000,16599.55000000
1669420800000,16521.35000000
1669507200000,16457.61000000
1669593600000,16428.77000000
1669680000000,16212.18000000
1669766400000,16442.91000000
1669852800000,17165.53000000
1669939200000,16978.00000000
1670025600000,17092.13000000
1670112000000,16885.20000000
1670198400000,17106.65000000
1670284800000,16966.35000000
1670371200000,17088.96000000
1670457600000,16836.64000000
1670544000000,17224.10000000
1670630400000,17128.56000000
1670716800000,17127.49000000
